n,depth,positions
5282,5,162
5282,6,11
5283,0,628
5283,1,1702
5283,2,1413
5283,3,793
5283,4,563
5283,5,169
5283,6,15
5284,0,621
5284,1,1772
5284,2,1332
5284,3,779
5284,4,598
5284,5,169
5284,6,13
5285,0,599
5285,1,1775
5285,2,1348
5285,3,800
5285,4,589
5285,5,162
5285,6,12
5286,0,628
5286,1,1722
5286,2,1395
5286,3,775
5286,4,579
5286,5,173
5286,6,14
5287,0,614
5287,1,1719
5287,2,1435
5287,3,761
5287,4,572
5287,5,172
5287,6,14
5288,0,633
5288,1,1729
5288,2,1347
5288,3,813
5288,4,595
5288,5,156
5288,6,15
5289,0,606
5289,1,1758
5289,2,1387
5289,3,773
5289,4,591
5289,5,159
5289,6,15
5290,0,606
5290,1,1769
5290,2,1365
5290,3,768
5290,4,609
5290,5,158
5290,6,15
5291,0,615
5291,1,1737
5291,2,1392
5291,3,790
5291,4,576
5291,5,170
5291,6,11
5292,0,635
5292,1,1722
5292,2,1388
5292,3,775
5292,4,585
5292,5,172
5292,6,15
5293,0,641
5293,1,1693
5293,2,1415
5293,3,782
5293,4,579
5293,5,171
5293,6,12
5294,0,633
5294,1,1727
5294,2,1368
5294,3,797
5294,4,586
5294,5,172
5294,6,10
5294,7,1
5295,0,600
5295,1,1798
5295,2,1322
5295,3,811
5295,4,573
5295,5,183
5295,6,8
5296,0,576
5296,1,1842
5296,2,1335
5296,3,752
5296,4,613
5296,5,165
5296,6,13
5297,0,616
5297,1,1742
5297,2,1384
5297,3,799
5297,4,575
5297,5,168
5297,6,13
5298,0,623
5298,1,1755
5298,2,1370
5298,3,775
5298,4,587
5298,5,174
5298,6,14
5299,0,635
5299,1,1729
5299,2,1373
5299,3,795
5299,4,592
5299,5,162
5299,6,13
5300,0,630
5300,1,1718
5300,2,1395
5300,3,784
5300,4,589
5300,5,173
5300,6,11
5301,0,591
5301,1,1789
5301,2,1381
5301,3,772
5301,4,583
5301,5,172
5301,6,13
5302,0,607
5302,1,1764
5302,2,1386
5302,3,789
5302,4,566
5302,5,176
5302,6,14
5303,0,623
5303,1,1745
5303,2,1383
5303,3,779
5303,4,596
5303,5,164
5303,6,12
5303,7,1
5304,0,629
5304,1,1725
5304,2,1384
5304,3,809
5304,4,569
5304,5,177
5304,6,11
5305,0,628
5305,1,1727
5305,2,1397
5305,3,788
5305,4,585
5305,5,170
5305,6,10
5306,0,613
5306,1,1778
5306,2,1344
5306,3,813
5306,4,568
5306,5,176
5306,6,14
5307,0,625
5307,1,1758
5307,2,1367
5307,3,774
5307,4,588
5307,5,184
5307,6,11
5308,0,595
5308,1,1787
5308,2,1378
5308,3,778
5308,4,589
5308,5,167
5308,6,14
5309,0,588
5309,1,1810
5309,2,1364
5309,3,778
5309,4,588
5309,5,167
5309,6,14
5310,0,641
5310,1,1713
5310,2,1401
5310,3,768
5310,4,616
5310,5,155
5310,6,16
5311,0,622
5311,1,1743
5311,2,1393
5311,3,777
5311,4,597
5311,5,166
5311,6,13
5312,0,636
5312,1,1710
5312,2,1394
5312,3,809
5312,4,590
5312,5,161
5312,6,11
5312,7,1
5313,0,621
5313,1,1745
5313,2,1387
5313,3,788
5313,4,592
5313,5,167
5313,6,13
5314,0,634
5314,1,1728
5314,2,1389
5314,3,802
5314,4,569
5314,5,182
5314,6,10
5315,0,611
5315,1,1797
5315,2,1351
5315,3,779
5315,4,583
5315,5,184
5315,6,10
5316,0,636
5316,1,1713
5316,2,1403
5316,3,800
5316,4,583
5316,5,169
5316,6,12
5317,0,621
5317,1,1748
5317,2,1394
5317,3,778
5317,4,599
5317,5,159
5317,6,18
5318,0,627
5318,1,1709
5318,2,1424
5318,3,807
5318,4,568
5318,5,174
5318,6,8
5318,7,1
5319,0,637
5319,1,1744
5319,2,1380
5319,3,772
5319,4,605
5319,5,169
5319,6,12
5320,0,624
5320,1,1761
5320,2,1355
5320,3,800
5320,4,604
5320,5,163
5320,6,13
5321,0,632
5321,1,1737
5321,2,1382
5321,3,807
5321,4,575
5321,5,179
5321,6,9
5322,0,620
5322,1,1762
5322,2,1388
5322,3,764
5322,4,612
5322,5,161
5322,6,14
5322,7,1
5323,0,606
5323,1,1785
5323,2,1372
5323,3,775
5323,4,608
5323,5,164
5323,6,13
5324,0,607
5324,1,1802
5324,2,1356
5324,3,763
5324,4,612
5324,5,174
5324,6,10
5325,0,606
5325,1,1759
5325,2,1438
5325,3,762
5325,4,562
5325,5,183
5325,6,15
5326,0,619
5326,1,1747
5326,2,1413
5326,3,778
5326,4,583
5326,5,174
5326,6,12
5327,0,610
5327,1,1777
5327,2,1365
5327,3,802
5327,4,586
5327,5,176
5327,6,11
5328,0,627
5328,1,1738
5328,2,1406
5328,3,790
5328,4,588
5328,5,167
5328,6,11
5328,7,1
5329,0,616
5329,1,1788
5329,2,1358
5329,3,792
5329,4,579
5329,5,186
5329,6,9
5329,7,1
5330,0,590
5330,1,1790
5330,2,1397
5330,3,789
5330,4,579
5330,5,173
5330,6,12
5331,0,649
5331,1,1709
5331,2,1402
5331,3,807
5331,4,577
5331,5,175
5331,6,12
5332,0,620
5332,1,1759
5332,2,1394
5332,3,793
5332,4,592
5332,5,155
5332,6,19
5333,0,637
5333,1,1720
5333,2,1416
5333,3,778
5333,4,602
5333,5,169
5333,6,11
5334,0,613
5334,1,1781
5334,2,1375
5334,3,797
5334,4,573
5334,5,184
5334,6,11
5335,0,619
5335,1,1770
5335,2,1384
5335,3,793
5335,4,578
5335,5,178
5335,6,13
5336,0,592
5336,1,1806
5336,2,1383
5336,3,781
5336,4,590
5336,5,168
5336,6,16
5337,0,645
5337,1,1721
5337,2,1377
5337,3,821
5337,4,596
5337,5,164
5337,6,13
5338,0,668
5338,1,1705
5338,2,1392
5338,3,785
5338,4,613
5338,5,162
5338,6,12
5338,7,1
5339,0,624
5339,1,1785
5339,2,1341
5339,3,788
5339,4,624
5339,5,163
5339,6,14
5340,0,621
5340,1,1774
5340,2,1373
5340,3,803
5340,4,588
5340,5,172
5340,6,9
5341,0,601
5341,1,1780
5341,2,1413
5341,3,768
5341,4,588
5341,5,176
5341,6,15
5342,0,623
5342,1,1774
5342,2,1365
5342,3,797
5342,4,610
5342,5,161
5342,6,12
5343,0,634
5343,1,1756
5343,2,1392
5343,3,785
5343,4,585
5343,5,180
5343,6,11
5344,0,611
5344,1,1774
5344,2,1400
5344,3,778
5344,4,587
5344,5,182
5344,6,12
5345,0,617
5345,1,1748
5345,2,1426
5345,3,794
5345,4,579
5345,5,165
5345,6,16
5346,0,644
5346,1,1722
5346,2,1388
5346,3,824
5346,4,593
5346,5,160
5346,6,15
5347,0,605
5347,1,1819
5347,2,1368
5347,3,755
5347,4,617
5347,5,169
5347,6,14
5348,0,622
5348,1,1780
5348,2,1371
5348,3,806
5348,4,578
5348,5,184
5348,6,6
5348,7,1
5349,0,633
5349,1,1725
5349,2,1432
5349,3,791
5349,4,576
5349,5,181
5349,6,11
5350,0,638
5350,1,1736
5350,2,1390
5350,3,806
5350,4,603
5350,5,161
5350,6,16
5351,0,616
5351,1,1797
5351,2,1370
5351,3,793
5351,4,589
5351,5,173
5351,6,13
5352,0,631
5352,1,1739
5352,2,1427
5352,3,767
5352,4,607
5352,5,167
5352,6,14
5353,0,615
5353,1,1786
5353,2,1349
5353,3,846
5353,4,573
5353,5,173
5353,6,10
5353,7,1
5354,0,624
5354,1,1773
5354,2,1388
5354,3,769
5354,4,628
5354,5,158
5354,6,14
5355,0,643
5355,1,1717
5355,2,1427
5355,3,785
5355,4,603
5355,5,163
5355,6,17
5356,0,599
5356,1,1796
5356,2,1410
5356,3,801
5356,4,558
5356,5,180
5356,6,12
5357,0,611
5357,1,1808
5357,2,1363
5357,3,773
5357,4,617
5357,5,174
5357,6,11
5358,0,618
5358,1,1788
5358,2,1376
5358,3,795
5358,4,599
5358,5,162
5358,6,20
5359,0,626
5359,1,1774
5359,2,1373
5359,3,801
5359,4,608
5359,5,167
5359,6,10
5360,0,641
5360,1,1768
5360,2,1379
5360,3,776
5360,4,611
5360,5,171
5360,6,14
5361,0,616
5361,1,1777
5361,2,1394
5361,3,803
5361,4,580
5361,5,181
5361,6,10
5362,0,615
5362,1,1824
5362,2,1335
5362,3,782
5362,4,629
5362,5,163
5362,6,14
5363,0,601
5363,1,1811
5363,2,1395
5363,3,777
5363,4,591
5363,5,176
5363,6,12
5364,0,630
5364,1,1764
5364,2,1414
5364,3,764
5364,4,603
5364,5,180
5364,6,9
5365,0,630
5365,1,1747
5365,2,1391
5365,3,834
5365,4,576
5365,5,172
5365,6,15
5366,0,618
5366,1,1779
5366,2,1399
5366,3,781
5366,4,609
5366,5,168
5366,6,12
5367,0,593
5367,1,1811
5367,2,1419
5367,3,752
5367,4,606
5367,5,175
5367,6,10
5367,7,1
5368,0,633
5368,1,1774
5368,2,1375
5368,3,802
5368,4,607
5368,5,164
5368,6,13
5369,0,623
5369,1,1734
5369,2,1461
5369,3,795
5369,4,573
5369,5,166
5369,6,17
5370,0,627
5370,1,1761
5370,2,1398
5370,3,805
5370,4,598
5370,5,169
5370,6,11
5370,7,1
5371,0,637
5371,1,1757
5371,2,1403
5371,3,799
5371,4,587
5371,5,176
5371,6,12
5372,0,628
5372,1,1778
5372,2,1370
5372,3,818
5372,4,591
5372,5,179
5372,6,7
5372,7,1
5373,0,621
5373,1,1787
5373,2,1387
5373,3,791
5373,4,608
5373,5,162
5373,6,17
5374,0,622
5374,1,1761
5374,2,1435
5374,3,784
5374,4,585
5374,5,174
5374,6,13
5375,0,638
5375,1,1761
5375,2,1413
5375,3,754
5375,4,620
5375,5,175
5375,6,14
5376,0,619
5376,1,1786
5376,2,1395
5376,3,801
5376,4,578
5376,5,188
5376,6,9
5377,0,663
5377,1,1697
5377,2,1431
5377,3,811
5377,4,591
5377,5,170
5377,6,14
5378,0,615
5378,1,1801
5378,2,1383
5378,3,799
5378,4,596
5378,5,175
5378,6,9
5379,0,590
5379,1,1846
5379,2,1382
5379,3,778
5379,4,586
5379,5,185
5379,6,10
5379,7,2
5380,0,649
5380,1,1749
5380,2,1382
5380,3,819
5380,4,593
5380,5,175
5380,6,13
5381,0,599
5381,1,1820
5381,2,1392
5381,3,798
5381,4,589
5381,5,174
5381,6,9
5382,0,628
5382,1,1780
5382,2,1400
5382,3,763
5382,4,616
5382,5,182
5382,6,13
5383,0,631
5383,1,1759
5383,2,1422
5383,3,799
5383,4,582
5383,5,176
5383,6,14
5384,0,632
5384,1,1763
5384,2,1403
5384,3,804
5384,4,605
5384,5,162
5384,6,15
5385,0,630
5385,1,1777
5385,2,1385
5385,3,822
5385,4,586
5385,5,171
5385,6,14
5386,0,619
5386,1,1770
5386,2,1424
5386,3,786
5386,4,617
5386,5,153
5386,6,17
5387,0,635
5387,1,1775
5387,2,1384
5387,3,813
5387,4,590
5387,5,178
5387,6,12
5388,0,637
5388,1,1785
5388,2,1355
5388,3,826
5388,4,607
5388,5,163
5388,6,15
5389,0,605
5389,1,1828
5389,2,1376
5389,3,786
5389,4,608
5389,5,174
5389,6,12
5390,0,624
5390,1,1791
5390,2,1401
5390,3,801
5390,4,581
5390,5,180
5390,6,11
5390,7,1
5391,0,614
5391,1,1793
5391,2,1408
5391,3,781
5391,4,620
5391,5,159
5391,6,16
5392,0,646
5392,1,1754
5392,2,1410
5392,3,787
5392,4,610
5392,5,171
5392,6,14
5393,0,616
5393,1,1771
5393,2,1426
5393,3,803
5393,4,608
5393,5,149
5393,6,20
5394,0,625
5394,1,1804
5394,2,1377
5394,3,798
5394,4,602
5394,5,179
5394,6,9
5395,0,645
5395,1,1731
5395,2,1459
5395,3,776
5395,4,599
5395,5,170
5395,6,15
5396,0,618
5396,1,1784
5396,2,1412
5396,3,792
5396,4,595
5396,5,182
5396,6,13
5397,0,614
5397,1,1824
5397,2,1391
5397,3,772
5397,4,596
5397,5,188
5397,6,12
5398,0,628
5398,1,1770
5398,2,1421
5398,3,812
5398,4,576
5398,5,177
5398,6,14
5399,0,631
5399,1,1772
5399,2,1417
5399,3,789
5399,4,612
5399,5,161
5399,6,17
5400,0,601
5400,1,1835
5400,2,1369
5400,3,814
5400,4,601
5400,5,167
5400,6,13
5401,0,624
5401,1,1800
5401,2,1387
5401,3,793
5401,4,613
5401,5,173
5401,6,10
5401,7,1
5402,0,620
5402,1,1800
5402,2,1394
5402,3,797
5402,4,603
5402,5,177
5402,6,11
5403,0,655
5403,1,1749
5403,2,1408
5403,3,793
5403,4,616
5403,5,168
5403,6,14
5404,0,635
5404,1,1774
5404,2,1408
5404,3,792
5404,4,605
5404,5,178
5404,6,12
5405,0,591
5405,1,1837
5405,2,1395
5405,3,813
5405,4,584
5405,5,167
5405,6,18
5406,0,619
5406,1,1833
5406,2,1376
5406,3,767
5406,4,628
5406,5,174
5406,6,9
5407,0,614
5407,1,1797
5407,2,1405
5407,3,809
5407,4,596
5407,5,172
5407,6,14
5408,0,648
5408,1,1748
5408,2,1425
5408,3,817
5408,4,573
5408,5,187
5408,6,9
5408,7,1
5409,0,639
5409,1,1746
5409,2,1440
5409,3,805
5409,4,585
5409,5,180
5409,6,14
5410,0,623
5410,1,1808
5410,2,1381
5410,3,807
5410,4,606
5410,5,174
5410,6,11
5411,0,660
5411,1,1721
5411,2,1450
5411,3,786
5411,4,615
5411,5,163
5411,6,16
5412,0,649
5412,1,1727
5412,2,1458
5412,3,803
5412,4,586
5412,5,177
5412,6,12
5413,0,633
5413,1,1759
5413,2,1449
5413,3,783
5413,4,589
5413,5,184
5413,6,16
5414,0,639
5414,1,1781
5414,2,1403
5414,3,807
5414,4,599
5414,5,173
5414,6,12
5415,0,628
5415,1,1780
5415,2,1430
5415,3,785
5415,4,599
5415,5,182
5415,6,11
5416,0,622
5416,1,1798
5416,2,1402
5416,3,806
5416,4,601
5416,5,174
5416,6,13
5417,0,666
5417,1,1752
5417,2,1377
5417,3,807
5417,4,640
5417,5,163
5417,6,11
5417,7,1
5418,0,638
5418,1,1768
5418,2,1419
5418,3,825
5418,4,567
5418,5,189
5418,6,12
5419,0,645
5419,1,1738
5419,2,1465
5419,3,788
5419,4,601
5419,5,171
5419,6,11
5420,0,601
5420,1,1836
5420,2,1384
5420,3,797
5420,4,616
5420,5,174
5420,6,11
5420,7,1
5421,0,632
5421,1,1787
5421,2,1421
5421,3,791
5421,4,596
5421,5,180
5421,6,14
5422,0,624
5422,1,1815
5422,2,1391
5422,3,788
5422,4,617
5422,5,174
5422,6,13
5423,0,602
5423,1,1837
5423,2,1379
5423,3,820
5423,4,599
5423,5,174
5423,6,12
5424,0,601
5424,1,1816
5424,2,1450
5424,3,779
5424,4,593
5424,5,169
5424,6,16
5425,0,642
5425,1,1787
5425,2,1395
5425,3,801
5425,4,604
5425,5,185
5425,6,11
5426,0,611
5426,1,1818
5426,2,1412
5426,3,798
5426,4,597
5426,5,180
5426,6,9
5426,7,1
5427,0,637
5427,1,1809
5427,2,1371
5427,3,801
5427,4,621
5427,5,177
5427,6,11
5428,0,623
5428,1,1801
5428,2,1415
5428,3,794
5428,4,609
5428,5,173
5428,6,12
5428,7,1
5429,0,640
5429,1,1798
5429,2,1377
5429,3,811
5429,4,624
5429,5,164
5429,6,15
5430,0,643
5430,1,1781
5430,2,1383
5430,3,824
5430,4,619
5430,5,168
5430,6,11
5430,7,1
5431,0,617
5431,1,1818
5431,2,1413
5431,3,800
5431,4,596
5431,5,173
5431,6,14
5432,0,630
5432,1,1791
5432,2,1411
5432,3,825
5432,4,576
5432,5,188
5432,6,11
5433,0,651
5433,1,1759
5433,2,1419
5433,3,817
5433,4,601
5433,5,172
5433,6,14
5434,0,638
5434,1,1765
5434,2,1434
5434,3,806
5434,4,608
5434,5,169
5434,6,14
5435,0,624
5435,1,1809
5435,2,1402
5435,3,799
5435,4,616
5435,5,173
5435,6,11
5435,7,1
5436,0,622
5436,1,1821
5436,2,1401
5436,3,794
5436,4,609
5436,5,173
5436,6,16
5437,0,620
5437,1,1816
5437,2,1401
5437,3,791
5437,4,632
5437,5,162
5437,6,15
5438,0,636
5438,1,1814
5438,2,1368
5438,3,823
5438,4,615
5438,5,171
5438,6,11
5439,0,636
5439,1,1798
5439,2,1396
5439,3,806
5439,4,619
5439,5,168
5439,6,16
5440,0,641
5440,1,1758
5440,2,1440
5440,3,825
5440,4,583
5440,5,182
5440,6,11
5441,0,624
5441,1,1810
5441,2,1421
5441,3,793
5441,4,605
5441,5,174
5441,6,14
5442,0,653
5442,1,1790
5442,2,1370
5442,3,815
5442,4,623
5442,5,177
5442,6,14
5443,0,609
5443,1,1805
5443,2,1453
5443,3,815
5443,4,571
5443,5,175
5443,6,15
5444,0,637
5444,1,1784
5444,2,1427
5444,3,790
5444,4,613
5444,5,179
5444,6,14
5445,0,640
5445,1,1741
5445,2,1480
5445,3,802
5445,4,601
5445,5,165
5445,6,16
5446,0,636
5446,1,1793
5446,2,1417
5446,3,819
5446,4,592
5446,5,175
5446,6,14
5447,0,639
5447,1,1782
5447,2,1450
5447,3,767
5447,4,611
5447,5,185
5447,6,13
5448,0,641
5448,1,1787
5448,2,1399
5448,3,824
5448,4,618
5448,5,165
5448,6,14
5449,0,650
5449,1,1768
5449,2,1418
5449,3,830
5449,4,592
5449,5,178
5449,6,13
5450,0,633
5450,1,1792
5450,2,1416
5450,3,811
5450,4,617
5450,5,165
5450,6,16
5451,0,666
5451,1,1733
5451,2,1435
5451,3,831
5451,4,596
5451,5,174
5451,6,16
5452,0,645
5452,1,1769
5452,2,1418
5452,3,839
5452,4,597
5452,5,170
5452,6,14
5453,0,615
5453,1,1836
5453,2,1416
5453,3,796
5453,4,585
5453,5,193
5453,6,12
5454,0,608
5454,1,1844
5454,2,1401
5454,3,794
5454,4,620
5454,5,174
5454,6,12
5454,7,1
5455,0,613
5455,1,1837
5455,2,1415
5455,3,790
5455,4,613
5455,5,175
5455,6,12
5456,0,625
5456,1,1826
5456,2,1380
5456,3,834
5456,4,593
5456,5,189
5456,6,9
5457,0,622
5457,1,1822
5457,2,1404
5457,3,832
5457,4,592
5457,5,174
5457,6,9
5457,7,2
5458,0,624
5458,1,1825
5458,2,1404
5458,3,790
5458,4,629
5458,5,173
5458,6,12
5458,7,1
5459,0,633
5459,1,1804
5459,2,1399
5459,3,834
5459,4,602
5459,5,174
5459,6,13
5460,0,628
5460,1,1827
5460,2,1406
5460,3,794
5460,4,607
5460,5,189
5460,6,9
5461,0,634
5461,1,1795
5461,2,1422
5461,3,818
5461,4,615
5461,5,160
5461,6,17
5462,0,640
5462,1,1771
5462,2,1456
5462,3,808
5462,4,590
5462,5,183
5462,6,14
5463,0,663
5463,1,1772
5463,2,1419
5463,3,811
5463,4,606
5463,5,177
5463,6,15
5464,0,647
5464,1,1743
5464,2,1474
5464,3,803
5464,4,605
5464,5,181
5464,6,11
5465,0,651
5465,1,1770
5465,2,1428
5465,3,824
5465,4,605
5465,5,171
5465,6,16
5466,0,661
5466,1,1753
5466,2,1445
5466,3,814
5466,4,602
5466,5,179
5466,6,12
5467,0,638
5467,1,1793
5467,2,1440
5467,3,809
5467,4,590
5467,5,182
5467,6,15
5468,0,610
5468,1,1839
5468,2,1421
5468,3,814
5468,4,585
5468,5,184
5468,6,15
5469,0,650
5469,1,1778
5469,2,1422
5469,3,817
5469,4,617
5469,5,172
5469,6,12
5469,7,1
5470,0,626
5470,1,1825
5470,2,1419
5470,3,799
5470,4,609
5470,5,181
5470,6,11
5471,0,669
5471,1,1739
5471,2,1430
5471,3,844
5471,4,595
5471,5,182
5471,6,12
5472,0,662
5472,1,1735
5472,2,1487
5472,3,812
5472,4,573
5472,5,189
5472,6,14
5473,0,601
5473,1,1844
5473,2,1437
5473,3,793
5473,4,605
5473,5,180
5473,6,13
5474,0,664
5474,1,1752
5474,2,1464
5474,3,806
5474,4,588
5474,5,186
5474,6,14
5475,0,642
5475,1,1767
5475,2,1480
5475,3,788
5475,4,606
5475,5,176
5475,6,16
5476,0,643
5476,1,1793
5476,2,1427
5476,3,806
5476,4,617
5476,5,176
5476,6,14
5477,0,644
5477,1,1782
5477,2,1431
5477,3,839
5477,4,591
5477,5,174
5477,6,16
5478,0,656
5478,1,1763
5478,2,1445
5478,3,801
5478,4,618
5478,5,185
5478,6,10
5479,0,634
5479,1,1814
5479,2,1429
5479,3,798
5479,4,618
5479,5,171
5479,6,15
5480,0,643
5480,1,1797
5480,2,1426
5480,3,821
5480,4,602
5480,5,180
5480,6,11
5481,0,619
5481,1,1840
5481,2,1389
5481,3,850
5481,4,592
5481,5,180
5481,6,10
5481,7,1
5482,0,657
5482,1,1769
5482,2,1449
5482,3,808
5482,4,590
5482,5,200
5482,6,9
5483,0,627
5483,1,1829
5483,2,1416
5483,3,799
5483,4,632
5483,5,167
5483,6,12
5483,7,1
5484,0,673
5484,1,1766
5484,2,1385
5484,3,854
5484,4,637
5484,5,154
5484,6,15
5485,0,644
5485,1,1785
5485,2,1449
5485,3,814
5485,4,594
5485,5,185
5485,6,14
5486,0,610
5486,1,1836
5486,2,1437
5486,3,811
5486,4,593
5486,5,187
5486,6,12
5487,0,625
5487,1,1824
5487,2,1439
5487,3,788
5487,4,621
5487,5,175
5487,6,15
5488,0,651
5488,1,1808
5488,2,1396
5488,3,826
5488,4,617
5488,5,175
5488,6,15
5489,0,644
5489,1,1795
5489,2,1427
5489,3,822
5489,4,608
5489,5,180
5489,6,13
5490,0,659
5490,1,1786
5490,2,1434
5490,3,809
5490,4,615
5490,5,171
5490,6,16
5491,0,620
5491,1,1832
5491,2,1427
5491,3,820
5491,4,591
5491,5,188
5491,6,13
5492,0,627
5492,1,1817
5492,2,1428
5492,3,817
5492,4,618
5492,5,173
5492,6,12
5493,0,644
5493,1,1768
5493,2,1482
5493,3,817
5493,4,583
5493,5,189
5493,6,9
5493,7,1
5494,0,634
5494,1,1829
5494,2,1410
5494,3,821
5494,4,598
5494,5,190
5494,6,12
5495,0,652
5495,1,1773
5495,2,1459
5495,3,816
5495,4,605
5495,5,175
5495,6,15
5496,0,651
5496,1,1775
5496,2,1477
5496,3,788
5496,4,610
5496,5,184
5496,6,11
5497,0,642
5497,1,1808
5497,2,1428
5497,3,816
5497,4,608
5497,5,178
5497,6,17
5498,0,631
5498,1,1801
5498,2,1464
5498,3,793
5498,4,629
5498,5,165
5498,6,15
5499,0,636
5499,1,1814
5499,2,1438
5499,3,817
5499,4,591
5499,5,194
5499,6,9
5500,0,642
5500,1,1814
5500,2,1422
5500,3,802
5500,4,628
5500,5,177
5500,6,14
5500,7,1
5501,0,635
5501,1,1827
5501,2,1413
5501,3,842
5501,4,596
5501,5,175
5501,6,13
5502,0,656
5502,1,1774
5502,2,1450
5502,3,809
5502,4,619
5502,5,177
5502,6,17
5503,0,636
5503,1,1823
5503,2,1422
5503,3,811
5503,4,618
5503,5,183
5503,6,10
5504,0,647
5504,1,1814
5504,2,1409
5504,3,836
5504,4,605
5504,5,180
5504,6,13
5505,0,639
5505,1,1779
5505,2,1482
5505,3,809
5505,4,605
5505,5,173
5505,6,18
5506,0,645
5506,1,1825
5506,2,1412
5506,3,821
5506,4,607
5506,5,182
5506,6,14
5507,0,666
5507,1,1774
5507,2,1409
5507,3,858
5507,4,614
5507,5,176
5507,6,10
5508,0,631
5508,1,1820
5508,2,1444
5508,3,815
5508,4,610
5508,5,175
5508,6,12
5508,7,1
5509,0,643
5509,1,1826
5509,2,1400
5509,3,836
5509,4,606
5509,5,183
5509,6,15
5510,0,639
5510,1,1808
5510,2,1439
5510,3,827
5510,4,615
5510,5,167
5510,6,15
5511,0,623
5511,1,1834
5511,2,1425
5511,3,843
5511,4,580
5511,5,194
5511,6,12
5512,0,653
5512,1,1816
5512,2,1404
5512,3,830
5512,4,620
5512,5,176
5512,6,13
5513,0,640
5513,1,1782
5513,2,1476
5513,3,814
5513,4,621
5513,5,164
5513,6,16
5514,0,659
5514,1,1806
5514,2,1429
5514,3,790
5514,4,641
5514,5,175
5514,6,14
5515,0,601
5515,1,1864
5515,2,1440
5515,3,820
5515,4,597
5515,5,178
5515,6,14
5515,7,1
5516,0,629
5516,1,1853
5516,2,1423
5516,3,797
5516,4,609
5516,5,195
5516,6,10
5517,0,607
5517,1,1876
5517,2,1422
5517,3,801
5517,4,615
5517,5,181
5517,6,15
5518,0,635
5518,1,1820
5518,2,1447
5518,3,809
5518,4,606
5518,5,189
5518,6,12
5519,0,643
5519,1,1809
5519,2,1451
5519,3,810
5519,4,614
5519,5,181
5519,6,10
5519,7,1
5520,0,638
5520,1,1838
5520,2,1391
5520,3,843
5520,4,622
5520,5,176
5520,6,12
5521,0,650
5521,1,1808
5521,2,1455
5521,3,784
5521,4,630
5521,5,182
5521,6,11
5521,7,1
5522,0,621
5522,1,1834
5522,2,1461
5522,3,789
5522,4,625
5522,5,179
5522,6,13
5523,0,642
5523,1,1797
5523,2,1465
5523,3,829
5523,4,595
5523,5,180
5523,6,15
5524,0,653
5524,1,1828
5524,2,1395
5524,3,839
5524,4,611
5524,5,187
5524,6,10
5524,7,1
5525,0,655
5525,1,1774
5525,2,1476
5525,3,813
5525,4,619
5525,5,175
5525,6,13
5526,0,656
5526,1,1796
5526,2,1453
5526,3,813
5526,4,618
5526,5,172
5526,6,18
5527,0,615
5527,1,1849
5527,2,1436
5527,3,816
5527,4,622
5527,5,173
5527,6,16
5528,0,659
5528,1,1778
5528,2,1480
5528,3,813
5528,4,609
5528,5,176
5528,6,13
5529,0,644
5529,1,1822
5529,2,1432
5529,3,830
5529,4,591
5529,5,196
5529,6,14
5530,0,651
5530,1,1794
5530,2,1431
5530,3,845
5530,4,636
5530,5,157
5530,6,16
5531,0,660
5531,1,1787
5531,2,1431
5531,3,868
5531,4,589
5531,5,180
5531,6,16
5532,0,645
5532,1,1840
5532,2,1394
5532,3,846
5532,4,605
5532,5,192
5532,6,10
5533,0,654
5533,1,1789
5533,2,1468
5533,3,822
5533,4,605
5533,5,182
5533,6,13
5534,0,626
5534,1,1836
5534,2,1456
5534,3,807
5534,4,623
5534,5,170
5534,6,16
5535,0,659
